pedido_id,data_pedido,cliente_id,regiao,canal,categoria,produto,quantidade,preco_unitario,desconto_pct,custo_unitario,receita_bruta,receita_liquida,custo_total,lucro,margem_pct,mes
PED-01396,2025-06-20,CLI-0457,Sudeste,Marketplace,Esporte,Garrafa Termica,3,79.9,0.0,29.0,239.70000000000002,239.70000000000002,87.0,152.70000000000002,63.7046307884856,2025-06
PED-00430,2025-06-21,CLI-0229,Norte,Site,Eletronicos,Teclado,2,189.9,0.05,91.0,379.8,360.81,182.0,178.81,49.557939081511044,2025-06
PED-00834,2025-06-21,CLI-0123,Sudeste,Marketplace,Eletronicos,Teclado,2,189.9,0.0,91.0,379.8,379.8,182.0,197.8,52.08004212743549,2025-06
PED-01244,2025-06-21,CLI-0156,Nordeste,Marketplace,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-06
PED-01275,2025-06-21,CLI-0308,Nordeste,Site,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-06
PED-01337,2025-06-21,CLI-0088,Sul,Loja fisica,Escritorio,Mochila,3,219.9,0.05,102.0,659.7,626.715,306.0,320.71500000000003,51.17397860271416,2025-06
PED-00268,2025-06-22,CLI-0405,Nordeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-06
PED-00466,2025-06-22,CLI-0142,Sudeste,Loja fisica,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-06
PED-00483,2025-06-22,CLI-0223,Sul,Loja fisica,Escritorio,Suporte Notebook,2,119.9,0.05,48.0,239.8,227.81,96.0,131.81,57.85961985865414,2025-06
PED-00904,2025-06-22,CLI-0255,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.05,118.0,229.9,218.405,118.0,100.405,45.97193287699458,2025-06
PED-00907,2025-06-22,CLI-0140,Norte,Loja fisica,Eletronicos,Teclado,3,189.9,0.0,91.0,569.7,569.7,273.0,296.70000000000005,52.0800421274355,2025-06
PED-00157,2025-06-23,CLI-0424,Sudeste,Site,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-06
PED-00587,2025-06-23,CLI-0411,Sudeste,Marketplace,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-06
PED-00742,2025-06-23,CLI-0277,Sudeste,Site,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-06
PED-00971,2025-06-24,CLI-0471,Sul,Site,Esporte,Kit Faixas,1,69.9,0.1,25.0,69.9,62.910000000000004,25.0,37.910000000000004,60.260689874423775,2025-06
PED-00184,2025-06-25,CLI-0366,Norte,Marketplace,Eletronicos,Webcam HD,1,229.9,0.1,118.0,229.9,206.91,118.0,88.91,42.97037359238316,2025-06
PED-00600,2025-06-25,CLI-0039,Sudeste,Site,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-06
PED-00567,2025-06-26,CLI-0250,Sudeste,Loja fisica,Esporte,Garrafa Termica,2,79.9,0.0,29.0,159.8,159.8,58.0,101.80000000000001,63.7046307884856,2025-06
PED-00900,2025-06-26,CLI-0183,Centro-Oeste,Site,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-06
PED-00231,2025-06-27,CLI-0266,Sul,Loja fisica,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-06
PED-00429,2025-06-27,CLI-0164,Nordeste,Loja fisica,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-06
PED-00627,2025-06-27,CLI-0247,Sudeste,Loja fisica,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-06
PED-01093,2025-06-27,CLI-0401,Sul,Loja fisica,Escritorio,Cadeira,3,899.9,0.0,510.0,2699.7,2699.7,1530.0,1169.6999999999998,43.327036337370814,2025-06
PED-00535,2025-06-28,CLI-0114,Sul,Marketplace,Casa,Luminaria,2,89.9,0.0,39.0,179.8,179.8,78.0,101.80000000000001,56.61846496106786,2025-06
PED-00716,2025-06-28,CLI-0019,Nordeste,Site,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-06
PED-01400,2025-06-28,CLI-0455,Centro-Oeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.1,25.0,69.9,62.910000000000004,25.0,37.910000000000004,60.260689874423775,2025-06
PED-00188,2025-06-29,CLI-0159,Sul,Marketplace,Casa,Luminaria,1,89.9,0.05,39.0,89.9,85.405,39.0,46.405,54.33522627480827,2025-06
PED-01477,2025-06-29,CLI-0056,Norte,Site,Escritorio,Mochila,2,219.9,0.05,102.0,439.8,417.81,204.0,213.81,51.17397860271416,2025-06
PED-00071,2025-06-30,CLI-0153,Sudeste,Loja fisica,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-06
PED-00844,2025-06-30,CLI-0146,Sudeste,Site,Escritorio,Suporte Notebook,3,119.9,0.0,48.0,359.70000000000005,359.70000000000005,144.0,215.70000000000005,59.96663886572144,2025-06
PED-01376,2025-06-30,CLI-0286,Sul,Site,Eletronicos,Webcam HD,3,229.9,0.05,118.0,689.7,655.215,354.0,301.21500000000003,45.97193287699458,2025-06
PED-01405,2025-06-30,CLI-0339,Sul,Site,Eletronicos,Fone Bluetooth,2,149.9,0.0,72.0,299.8,299.8,144.0,155.8,51.96797865243495,2025-06
PED-00335,2025-07-01,CLI-0086,Sudeste,Site,Eletronicos,Fone Bluetooth,3,149.9,0.05,72.0,449.70000000000005,427.21500000000003,216.0,211.21500000000003,49.439977528878906,2025-07
PED-01215,2025-07-01,CLI-0409,Sudeste,Site,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-07
PED-01230,2025-07-01,CLI-0383,Sudeste,Site,Esporte,Kit Faixas,3,69.9,0.0,25.0,209.70000000000002,209.70000000000002,75.0,134.70000000000002,64.2346208869814,2025-07
PED-00852,2025-07-02,CLI-0048,Nordeste,Marketplace,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-07
PED-00866,2025-07-02,CLI-0025,Nordeste,Marketplace,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-07
PED-00150,2025-07-03,CLI-0405,Sudeste,Marketplace,Eletronicos,Teclado,3,189.9,0.0,91.0,569.7,569.7,273.0,296.70000000000005,52.0800421274355,2025-07
PED-00647,2025-07-03,CLI-0371,Nordeste,Loja fisica,Esporte,Kit Faixas,1,69.9,0.05,25.0,69.9,66.405,25.0,41.405,62.352232512612005,2025-07
PED-00794,2025-07-03,CLI-0171,Sudeste,Site,Esporte,Garrafa Termica,2,79.9,0.1,29.0,159.8,143.82000000000002,58.0,85.82000000000002,59.67181198720623,2025-07
PED-01203,2025-07-03,CLI-0143,Nordeste,Marketplace,Casa,Cafeteira,2,249.9,0.0,130.0,499.8,499.8,260.0,239.8,47.979191676670666,2025-07
PED-00093,2025-07-04,CLI-0092,Nordeste,Marketplace,Escritorio,Cadeira,3,899.9,0.0,510.0,2699.7,2699.7,1530.0,1169.6999999999998,43.327036337370814,2025-07
PED-00974,2025-07-04,CLI-0354,Sudeste,Marketplace,Esporte,Tapete Yoga,2,109.9,0.15,44.0,219.8,186.83,88.0,98.83000000000001,52.898356794947276,2025-07
PED-00986,2025-07-04,CLI-0408,Sudeste,Loja fisica,Esporte,Tapete Yoga,3,109.9,0.05,44.0,329.70000000000005,313.21500000000003,132.0,181.21500000000003,57.85642450074231,2025-07
PED-01011,2025-07-04,CLI-0233,Nordeste,Marketplace,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-07
PED-01479,2025-07-04,CLI-0172,Sul,Loja fisica,Escritorio,Cadeira,1,899.9,0.05,510.0,899.9,854.905,510.0,344.905,40.34424877617981,2025-07
PED-00019,2025-07-05,CLI-0450,Sul,Loja fisica,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-07
PED-00145,2025-07-05,CLI-0051,Sul,Site,Escritorio,Cadeira,1,899.9,0.15,510.0,899.9,764.915,510.0,254.91499999999996,33.32592510278919,2025-07
PED-00620,2025-07-05,CLI-0383,Sudeste,Loja fisica,Esporte,Tapete Yoga,3,109.9,0.05,44.0,329.70000000000005,313.21500000000003,132.0,181.21500000000003,57.85642450074231,2025-07
PED-00710,2025-07-05,CLI-0044,Sudeste,Site,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-07
PED-00924,2025-07-05,CLI-0244,Sudeste,Loja fisica,Casa,Luminaria,3,89.9,0.1,39.0,269.70000000000005,242.73000000000005,117.0,125.73000000000005,51.79829440118652,2025-07
PED-01148,2025-07-05,CLI-0324,Sudeste,Site,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-07
PED-01295,2025-07-05,CLI-0309,Sudeste,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-07
PED-01317,2025-07-05,CLI-0405,Sudeste,Marketplace,Eletronicos,Teclado,3,189.9,0.0,91.0,569.7,569.7,273.0,296.70000000000005,52.0800421274355,2025-07
PED-00651,2025-07-06,CLI-0398,Sudeste,Site,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-07
PED-00609,2025-07-07,CLI-0095,Sudeste,Site,Casa,Luminaria,2,89.9,0.05,39.0,179.8,170.81,78.0,92.81,54.33522627480827,2025-07
PED-00650,2025-07-07,CLI-0233,Norte,Marketplace,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-07
PED-00090,2025-07-08,CLI-0243,Sudeste,Site,Esporte,Kit Faixas,1,69.9,0.05,25.0,69.9,66.405,25.0,41.405,62.352232512612005,2025-07
PED-00363,2025-07-08,CLI-0233,Sul,Site,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-07
PED-00938,2025-07-08,CLI-0088,Sul,Site,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-07
PED-01147,2025-07-08,CLI-0357,Norte,Site,Escritorio,Mochila,2,219.9,0.05,102.0,439.8,417.81,204.0,213.81,51.17397860271416,2025-07
PED-01263,2025-07-08,CLI-0076,Sul,Site,Casa,Luminaria,1,89.9,0.05,39.0,89.9,85.405,39.0,46.405,54.33522627480827,2025-07
PED-01371,2025-07-08,CLI-0418,Sul,Loja fisica,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-07
PED-00942,2025-07-09,CLI-0299,Sudeste,Marketplace,Escritorio,Cadeira,2,899.9,0.1,510.0,1799.8,1619.82,1020.0,599.8199999999999,37.03004037485647,2025-07
PED-01384,2025-07-09,CLI-0051,Norte,Site,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-07
PED-00140,2025-07-10,CLI-0056,Sudeste,Marketplace,Escritorio,Mochila,1,219.9,0.05,102.0,219.9,208.905,102.0,106.905,51.17397860271416,2025-07
PED-00159,2025-07-10,CLI-0416,Nordeste,Site,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-07
PED-00452,2025-07-10,CLI-0011,Centro-Oeste,Marketplace,Casa,Cafeteira,2,249.9,0.1,130.0,499.8,449.82,260.0,189.82,42.19910186296741,2025-07
PED-00604,2025-07-10,CLI-0318,Nordeste,Loja fisica,Eletronicos,Teclado,4,189.9,0.1,91.0,759.6,683.64,364.0,319.64,46.75560236381721,2025-07
PED-00637,2025-07-10,CLI-0238,Sudeste,Site,Esporte,Tapete Yoga,3,109.9,0.0,44.0,329.70000000000005,329.70000000000005,132.0,197.70000000000005,59.96360327570519,2025-07
PED-00869,2025-07-10,CLI-0399,Sudeste,Site,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-07
PED-01007,2025-07-10,CLI-0133,Sudeste,Site,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-07
PED-01078,2025-07-10,CLI-0339,Nordeste,Marketplace,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-07
PED-01286,2025-07-10,CLI-0028,Sudeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.15,25.0,69.9,59.415000000000006,25.0,34.415000000000006,57.92308339644872,2025-07
PED-01460,2025-07-10,CLI-0372,Sudeste,Site,Casa,Luminaria,2,89.9,0.0,39.0,179.8,179.8,78.0,101.80000000000001,56.61846496106786,2025-07
PED-00158,2025-07-11,CLI-0079,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.05,118.0,229.9,218.405,118.0,100.405,45.97193287699458,2025-07
PED-00734,2025-07-11,CLI-0402,Norte,Site,Escritorio,Cadeira,2,899.9,0.0,510.0,1799.8,1799.8,1020.0,779.8,43.327036337370814,2025-07
PED-01144,2025-07-11,CLI-0252,Centro-Oeste,Site,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-07
PED-01223,2025-07-11,CLI-0058,Centro-Oeste,Marketplace,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-07
PED-00362,2025-07-12,CLI-0232,Norte,Marketplace,Casa,Organizador,2,59.9,0.05,22.0,119.8,113.80999999999999,44.0,69.80999999999999,61.339073895088305,2025-07
PED-00818,2025-07-12,CLI-0457,Nordeste,Marketplace,Eletronicos,Fone Bluetooth,2,149.9,0.1,72.0,299.8,269.82,144.0,125.82,46.63108739159439,2025-07
PED-01044,2025-07-12,CLI-0424,Sudeste,Site,Esporte,Kit Faixas,1,69.9,0.15,25.0,69.9,59.415000000000006,25.0,34.415000000000006,57.92308339644872,2025-07
PED-01073,2025-07-12,CLI-0106,Centro-Oeste,Loja fisica,Esporte,Kit Faixas,3,69.9,0.1,25.0,209.70000000000002,188.73000000000002,75.0,113.73000000000002,60.260689874423775,2025-07
PED-01160,2025-07-12,CLI-0309,Sudeste,Loja fisica,Eletronicos,Fone Bluetooth,1,149.9,0.1,72.0,149.9,134.91,72.0,62.91,46.63108739159439,2025-07
PED-01188,2025-07-12,CLI-0219,Sudeste,Site,Eletronicos,Teclado,3,189.9,0.1,91.0,569.7,512.73,273.0,239.73000000000002,46.75560236381722,2025-07
PED-01431,2025-07-12,CLI-0242,Sudeste,Site,Esporte,Garrafa Termica,4,79.9,0.05,29.0,319.6,303.62,116.0,187.62,61.7943481984059,2025-07
PED-00119,2025-07-13,CLI-0234,Sul,Loja fisica,Esporte,Tapete Yoga,1,109.9,0.05,44.0,109.9,104.405,44.0,60.405,57.8564245007423,2025-07
PED-00282,2025-07-13,CLI-0193,Norte,Loja fisica,Esporte,Tapete Yoga,5,109.9,0.0,44.0,549.5,549.5,220.0,329.5,59.96360327570519,2025-07
PED-00426,2025-07-13,CLI-0158,Sudeste,Site,Escritorio,Cadeira,2,899.9,0.1,510.0,1799.8,1619.82,1020.0,599.8199999999999,37.03004037485647,2025-07
PED-00898,2025-07-13,CLI-0316,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.05,118.0,229.9,218.405,118.0,100.405,45.97193287699458,2025-07
PED-01140,2025-07-13,CLI-0086,Sudeste,Site,Esporte,Garrafa Termica,4,79.9,0.0,29.0,319.6,319.6,116.0,203.60000000000002,63.7046307884856,2025-07
PED-01162,2025-07-13,CLI-0313,Norte,Site,Escritorio,Cadeira,4,899.9,0.05,510.0,3599.6,3419.62,2040.0,1379.62,40.34424877617981,2025-07
PED-01344,2025-07-13,CLI-0395,Nordeste,Site,Casa,Organizador,3,59.9,0.05,22.0,179.7,170.71499999999997,66.0,104.71499999999997,61.339073895088305,2025-07
PED-01399,2025-07-13,CLI-0328,Nordeste,Site,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-07
PED-00124,2025-07-14,CLI-0163,Sudeste,Loja fisica,Eletronicos,Webcam HD,3,229.9,0.1,118.0,689.7,620.73,354.0,266.73,42.97037359238317,2025-07
PED-00171,2025-07-14,CLI-0273,Sudeste,Marketplace,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-07
PED-00252,2025-07-14,CLI-0076,Sul,Site,Esporte,Garrafa Termica,2,79.9,0.05,29.0,159.8,151.81,58.0,93.81,61.7943481984059,2025-07
PED-00258,2025-07-14,CLI-0459,Sul,Loja fisica,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-07
PED-00301,2025-07-14,CLI-0292,Sul,Marketplace,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-07
PED-00319,2025-07-14,CLI-0044,Sudeste,Site,Esporte,Tapete Yoga,1,109.9,0.05,44.0,109.9,104.405,44.0,60.405,57.8564245007423,2025-07
PED-00320,2025-07-14,CLI-0365,Sudeste,Site,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-07
PED-01294,2025-07-14,CLI-0085,Norte,Site,Esporte,Tapete Yoga,1,109.9,0.05,44.0,109.9,104.405,44.0,60.405,57.8564245007423,2025-07
PED-00050,2025-07-15,CLI-0447,Norte,Marketplace,Casa,Luminaria,1,89.9,0.05,39.0,89.9,85.405,39.0,46.405,54.33522627480827,2025-07
PED-00373,2025-07-15,CLI-0397,Sudeste,Loja fisica,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-07
PED-00691,2025-07-15,CLI-0267,Sul,Marketplace,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-07
PED-01061,2025-07-15,CLI-0206,Nordeste,Marketplace,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-07
PED-01174,2025-07-15,CLI-0335,Sudeste,Marketplace,Eletronicos,Teclado,1,189.9,0.1,91.0,189.9,170.91,91.0,79.91,46.75560236381721,2025-07
PED-00351,2025-07-16,CLI-0288,Sudeste,Marketplace,Escritorio,Cadeira,2,899.9,0.0,510.0,1799.8,1799.8,1020.0,779.8,43.327036337370814,2025-07
PED-00413,2025-07-16,CLI-0071,Centro-Oeste,Marketplace,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-07
PED-00214,2025-07-17,CLI-0174,Sul,Marketplace,Esporte,Tapete Yoga,2,109.9,0.1,44.0,219.8,197.82000000000002,88.0,109.82000000000002,55.515114750783546,2025-07
PED-01102,2025-07-17,CLI-0146,Nordeste,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-07
PED-00208,2025-07-18,CLI-0192,Nordeste,Site,Eletronicos,Webcam HD,3,229.9,0.0,118.0,689.7,689.7,354.0,335.70000000000005,48.67333623314485,2025-07
PED-00415,2025-07-18,CLI-0139,Nordeste,Site,Esporte,Tapete Yoga,4,109.9,0.0,44.0,439.6,439.6,176.0,263.6,59.96360327570519,2025-07
PED-00418,2025-07-18,CLI-0182,Sul,Loja fisica,Eletronicos,Fone Bluetooth,2,149.9,0.15,72.0,299.8,254.83,144.0,110.83000000000001,43.49173959109996,2025-07
PED-01177,2025-07-18,CLI-0217,Nordeste,Site,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-07
PED-00755,2025-07-19,CLI-0316,Sudeste,Site,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-07
PED-00896,2025-07-19,CLI-0250,Sudeste,Marketplace,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-07
PED-00921,2025-07-19,CLI-0413,Sudeste,Site,Eletronicos,Webcam HD,1,229.9,0.05,118.0,229.9,218.405,118.0,100.405,45.97193287699458,2025-07
PED-00378,2025-07-20,CLI-0152,Sudeste,Marketplace,Escritorio,Cadeira,2,899.9,0.0,510.0,1799.8,1799.8,1020.0,779.8,43.327036337370814,2025-07
PED-00792,2025-07-20,CLI-0295,Norte,Marketplace,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-07
PED-01109,2025-07-20,CLI-0314,Sul,Loja fisica,Escritorio,Mochila,3,219.9,0.1,102.0,659.7,593.73,306.0,287.73,48.46142185842049,2025-07
PED-01425,2025-07-20,CLI-0198,Sudeste,Site,Eletronicos,Teclado,2,189.9,0.05,91.0,379.8,360.81,182.0,178.81,49.557939081511044,2025-07
PED-00074,2025-07-21,CLI-0304,Sudeste,Site,Esporte,Garrafa Termica,5,79.9,0.0,29.0,399.5,399.5,145.0,254.5,63.7046307884856,2025-07
PED-00248,2025-07-21,CLI-0316,Sudeste,Site,Casa,Luminaria,4,89.9,0.0,39.0,359.6,359.6,156.0,203.60000000000002,56.61846496106786,2025-07
PED-00330,2025-07-21,CLI-0187,Nordeste,Marketplace,Casa,Luminaria,1,89.9,0.1,39.0,89.9,80.91000000000001,39.0,41.91000000000001,51.79829440118651,2025-07
PED-00549,2025-07-21,CLI-0276,Sudeste,Site,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-07
PED-00927,2025-07-21,CLI-0475,Sul,Site,Casa,Luminaria,1,89.9,0.1,39.0,89.9,80.91000000000001,39.0,41.91000000000001,51.79829440118651,2025-07
PED-01265,2025-07-21,CLI-0352,Sudeste,Site,Escritorio,Cadeira,1,899.9,0.1,510.0,899.9,809.91,510.0,299.90999999999997,37.03004037485647,2025-07
PED-00200,2025-07-22,CLI-0258,Centro-Oeste,Site,Esporte,Tapete Yoga,4,109.9,0.0,44.0,439.6,439.6,176.0,263.6,59.96360327570519,2025-07
PED-00327,2025-07-22,CLI-0171,Sul,Site,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-07
PED-00424,2025-07-22,CLI-0301,Nordeste,Site,Escritorio,Cadeira,1,899.9,0.1,510.0,899.9,809.91,510.0,299.90999999999997,37.03004037485647,2025-07
PED-00946,2025-07-22,CLI-0344,Centro-Oeste,Loja fisica,Escritorio,Mochila,2,219.9,0.0,102.0,439.8,439.8,204.0,235.8,53.61527967257844,2025-07
PED-01048,2025-07-22,CLI-0057,Sul,Marketplace,Casa,Cafeteira,1,249.9,0.1,130.0,249.9,224.91,130.0,94.91,42.19910186296741,2025-07
PED-01231,2025-07-22,CLI-0216,Sudeste,Loja fisica,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-07
PED-00212,2025-07-23,CLI-0418,Sudeste,Site,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-07
PED-00561,2025-07-23,CLI-0187,Sudeste,Marketplace,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-07
PED-01153,2025-07-23,CLI-0358,Nordeste,Loja fisica,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-07
PED-00013,2025-07-24,CLI-0186,Nordeste,Loja fisica,Escritorio,Mochila,2,219.9,0.1,102.0,439.8,395.82,204.0,191.82,48.46142185842049,2025-07
PED-00668,2025-07-24,CLI-0292,Sul,Marketplace,Casa,Luminaria,3,89.9,0.0,39.0,269.70000000000005,269.70000000000005,117.0,152.70000000000005,56.61846496106786,2025-07
PED-01233,2025-07-24,CLI-0257,Sudeste,Marketplace,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-07
PED-01354,2025-07-24,CLI-0473,Nordeste,Site,Esporte,Kit Faixas,3,69.9,0.0,25.0,209.70000000000002,209.70000000000002,75.0,134.70000000000002,64.2346208869814,2025-07
PED-00031,2025-07-25,CLI-0463,Norte,Site,Casa,Luminaria,2,89.9,0.0,39.0,179.8,179.8,78.0,101.80000000000001,56.61846496106786,2025-07
PED-00909,2025-07-25,CLI-0129,Sudeste,Marketplace,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-07
PED-01163,2025-07-25,CLI-0372,Sul,Loja fisica,Escritorio,Cadeira,1,899.9,0.1,510.0,899.9,809.91,510.0,299.90999999999997,37.03004037485647,2025-07
PED-01253,2025-07-25,CLI-0311,Nordeste,Site,Esporte,Kit Faixas,1,69.9,0.05,25.0,69.9,66.405,25.0,41.405,62.352232512612005,2025-07
PED-00057,2025-07-26,CLI-0357,Nordeste,Site,Escritorio,Mochila,1,219.9,0.0,102.0,219.9,219.9,102.0,117.9,53.61527967257844,2025-07
PED-00479,2025-07-26,CLI-0220,Sul,Site,Eletronicos,Fone Bluetooth,2,149.9,0.05,72.0,299.8,284.81,144.0,140.81,49.439977528878906,2025-07
PED-00484,2025-07-26,CLI-0010,Nordeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-07
PED-00595,2025-07-26,CLI-0295,Norte,Site,Escritorio,Cadeira,2,899.9,0.0,510.0,1799.8,1799.8,1020.0,779.8,43.327036337370814,2025-07
PED-01098,2025-07-26,CLI-0391,Sudeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-07
PED-01266,2025-07-26,CLI-0052,Sudeste,Site,Eletronicos,Webcam HD,1,229.9,0.1,118.0,229.9,206.91,118.0,88.91,42.97037359238316,2025-07
PED-00269,2025-07-27,CLI-0424,Centro-Oeste,Site,Casa,Cafeteira,2,249.9,0.05,130.0,499.8,474.81,260.0,214.81,45.24125439649544,2025-07
PED-00309,2025-07-27,CLI-0236,Sudeste,Loja fisica,Escritorio,Suporte Notebook,3,119.9,0.0,48.0,359.70000000000005,359.70000000000005,144.0,215.70000000000005,59.96663886572144,2025-07
PED-00848,2025-07-27,CLI-0477,Sudeste,Site,Casa,Organizador,1,59.9,0.1,22.0,59.9,53.91,22.0,31.909999999999997,59.19124466703766,2025-07
PED-00827,2025-07-28,CLI-0112,Nordeste,Site,Eletronicos,Teclado,3,189.9,0.05,91.0,569.7,541.215,273.0,268.21500000000003,49.55793908151105,2025-07
PED-00918,2025-07-28,CLI-0460,Centro-Oeste,Marketplace,Eletronicos,Webcam HD,2,229.9,0.1,118.0,459.8,413.82,236.0,177.82,42.97037359238316,2025-07
